date,time,lat,lon,depth,ML,fixed,quality
1994-11-24,0 days 03:05:22,22.2243,121.0515,12.55,4.74,F,B
1994-11-22,0 days 12:11:05,24.3848,121.998,28.85,4.22,F,D
1994-11-21,0 days 06:33:34,23.8608,122.7575,9.9,4.2,F,D
1994-11-20,0 days 23:50:37,24.674,122.151,1.52,4.38,F,D
1994-11-19,0 days 23:10:52,23.1483,120.9332,1.46,4.45,F,C
1994-11-19,0 days 10:34:04,24.7057,122.2727,6.36,4.67,F,C
1994-11-18,0 days 23:07:41,22.8465,121.3358,22.01,4.0,F,C
1994-11-18,0 days 22:05:34,22.8285,121.3735,8.48,4.81,F,C
1994-11-17,0 days 02:27:53,24.0482,121.8913,59.43,4.41,F,D
1994-11-15,0 days 23:59:54,22.4482,118.8485,33.0,5.35,X,D
1994-11-15,0 days 12:27:03,24.0245,122.3863,27.07,4.47,F,D
1994-11-14,0 days 22:25:24,23.9582,122.4278,11.89,5.08,F,D
1994-11-14,0 days 15:17:57,24.6655,122.1948,2.0,4.34,X,D
1994-11-14,0 days 09:58:27,23.9082,122.4502,0.81,4.11,F,D
1994-11-11,0 days 13:13:36,24.667,122.1827,1.35,4.13,F,D
1994-11-10,0 days 22:26:36,24.6488,122.3343,2.87,4.52,F,D
1994-11-10,0 days 08:31:20,24.8743,122.1483,88.37,4.35,F,D
1994-11-10,0 days 07:07:42,22.4678,118.8273,26.25,5.27,F,D
1994-11-07,0 days 22:16:03,24.7005,122.1987,1.0,4.54,X,D
1994-11-07,0 days 17:13:26,23.121,120.9395,0.96,4.29,F,C
1994-11-02,0 days 16:58:40,23.6923,121.5067,16.58,4.28,F,C
1994-11-01,0 days 15:11:04,24.451,121.9212,8.56,4.48,F,D
1994-12-23,0 days 19:56:49,24.0317,122.8273,20.17,4.02,F,D
1994-12-22,0 days 04:11:04,22.4488,118.65,28.57,5.09,F,D
1994-12-21,0 days 11:22:12,22.4018,118.6182,25.74,5.19,F,D
1994-12-18,0 days 12:18:05,23.8268,122.8532,12.03,4.27,F,D
1994-12-16,0 days 21:37:06,25.2185,122.7488,202.25,4.34,F,D
1994-12-14,0 days 03:41:25,23.9658,121.6737,43.41,4.26,F,C
1994-12-13,0 days 17:54:34,25.136,122.7948,165.44,5.63,F,D
1994-12-13,0 days 00:50:52,23.9312,122.6535,15.85,5.47,F,D
1994-12-12,0 days 00:51:35,24.6405,122.5147,93.12,4.97,F,D
1994-12-09,0 days 10:03:29,24.3677,122.0887,17.77,4.3,F,D
1994-12-05,0 days 17:55:17,22.2333,121.3138,10.02,4.12,F,C
1994-12-05,0 days 08:15:58,23.1933,120.8155,3.4,4.0,F,B
1994-12-04,0 days 04:49:16,24.939,122.7592,138.85,5.0,F,D
1994-12-01,0 days 10:35:11,21.3942,121.2873,29.37,4.08,F,D
1995-01-28,0 days 00:38:38,23.5948,121.5748,26.8,4.19,F,D
1995-01-27,0 days 06:51:02,21.4283,120.0818,47.09,4.06,F,D
1995-01-27,0 days 06:27:01,21.4858,120.1168,61.87,4.05,F,D
1995-01-27,0 days 06:15:27,21.4788,120.1303,64.59,4.55,F,D
1995-01-24,0 days 19:17:15,23.3193,120.759,14.12,4.51,F,B
1995-01-24,0 days 08:45:23,23.05,120.1887,15.99,4.2,F,C
1995-01-22,0 days 17:54:00,23.3133,120.753,13.82,4.04,F,B
1995-01-20,0 days 20:02:29,23.3072,120.7572,14.27,4.24,F,B
1995-01-19,0 days 13:56:24,24.0888,121.668,28.28,4.28,F,C
1995-01-19,0 days 11:39:08,23.3047,120.7608,14.32,4.46,F,B
1995-01-14,0 days 20:16:33,23.9663,122.408,2.05,4.46,F,D
1995-01-13,0 days 17:46:08,23.864,122.62,1.91,4.24,F,D
1995-01-10,0 days 19:51:39,23.6925,121.473,5.96,4.31,F,C
1995-01-10,0 days 11:19:43,23.8742,122.5137,9.34,4.08,F,D
1995-01-10,0 days 07:55:19,23.6802,121.432,3.81,5.12,F,C
1995-01-09,0 days 20:52:52,23.9208,122.4493,12.55,4.3,F,D
1995-01-04,0 days 22:14:55,24.961,121.6957,91.54,4.53,F,B
1995-02-25,0 days 03:21:37,24.2828,118.6013,26.59,4.08,F,D
1995-02-25,0 days 03:15:06,24.3615,118.5597,36.14,5.62,F,C
1995-02-24,0 days 03:12:00,23.0615,120.232,12.12,4.01,F,B
1995-02-24,0 days 01:00:46,24.2595,121.6952,25.72,4.39,F,B
1995-02-23,0 days 08:39:09,24.2108,121.7398,18.79,4.75,F,D
1995-02-23,0 days 07:23:40,24.1767,121.6832,27.17,4.01,F,C
1995-02-23,0 days 06:27:04,24.1448,121.6988,25.36,4.64,F,C
1995-02-23,0 days 05:27:03,24.177,121.6762,20.19,4.85,F,C
1995-02-23,0 days 05:26:09,24.1813,121.6737,22.32,4.57,F,C
1995-02-23,0 days 05:25:19,24.1993,121.669,26.66,4.25,F,C
1995-02-23,0 days 05:19:02,24.2037,121.687,21.69,5.77,F,C
1995-02-22,0 days 16:15:53,22.7447,120.9797,13.16,4.09,F,A
1995-02-22,0 days 14:44:20,23.1233,120.9525,2.86,4.02,F,C
1995-02-20,0 days 19:54:23,24.4402,121.7855,8.22,4.14,F,C
1995-02-20,0 days 13:49:34,24.0317,121.7032,24.5,4.41,F,C
1995-02-20,0 days 03:29:27,24.0487,121.6608,28.04,4.16,F,C
1995-02-20,0 days 02:44:26,24.0257,121.7375,27.02,4.72,F,C
1995-02-18,0 days 23:25:03,23.9267,122.357,12.66,4.0,F,D
1995-02-18,0 days 20:55:56,23.9487,122.3973,14.24,4.74,F,D
1995-02-18,0 days 20:51:42,23.9543,122.3373,11.21,4.39,F,D
1995-02-18,0 days 03:18:01,21.7467,119.7668,61.11,4.36,F,D
1995-02-15,0 days 07:00:27,24.3063,121.7018,25.13,4.08,F,B
1995-02-14,0 days 09:23:34,24.5838,122.5487,87.35,4.44,F,D
1995-02-13,0 days 20:03:05,24.1565,122.2455,4.59,4.87,F,D
1995-02-10,0 days 13:21:11,22.737,120.9723,8.39,4.01,F,B
1995-02-10,0 days 02:21:59,23.7608,121.9197,24.61,5.15,F,D
1995-02-09,0 days 05:37:03,25.4843,122.8812,282.04,4.15,F,D
1995-02-01,0 days 09:35:35,24.1478,122.3382,11.16,4.0,F,D
1995-03-24,0 days 04:13:51,24.638,121.8607,76.0,5.64,F,C
1995-03-23,0 days 09:08:12,24.1935,122.2013,38.52,4.24,F,D
1995-03-22,0 days 03:30:21,23.7842,121.5203,17.94,4.84,F,C
1995-03-17,0 days 14:44:06,24.0793,122.3542,48.66,4.34,F,D
1995-03-15,0 days 20:50:59,21.2965,122.0472,170.28,4.49,F,D
1995-03-15,0 days 01:16:30,24.4073,121.9763,11.25,4.41,F,D
1995-03-14,0 days 04:08:03,23.9752,122.3238,3.36,4.41,F,D
1995-03-11,0 days 13:50:42,23.0667,121.7547,12.5,4.36,F,D
1995-03-10,0 days 04:27:28,23.6253,121.6965,21.99,4.27,F,C
1995-03-09,0 days 10:28:35,23.0018,121.4167,25.08,4.48,F,C
1995-03-04,0 days 01:02:06,21.6147,121.8063,22.01,4.14,F,D
1995-03-02,0 days 14:18:46,24.2878,121.8357,10.32,4.04,F,D
1995-04-25,0 days 08:29:02,22.6463,120.5078,43.67,5.49,F,A
1995-04-24,0 days 10:04:00,24.6517,121.6222,63.07,5.28,F,A
1995-04-23,0 days 03:01:46,23.246,120.4655,6.61,4.31,F,A
1995-04-23,0 days 02:57:52,23.2472,120.4658,6.69,4.32,F,A
1995-04-23,0 days 02:47:40,23.2503,120.4638,6.45,4.25,F,A
1995-04-22,0 days 15:20:06,22.8818,120.6533,3.4,4.13,F,C
1995-04-19,0 days 13:48:53,23.7327,121.662,22.64,4.49,F,D
1995-04-19,0 days 02:53:39,24.8718,122.757,10.78,4.14,F,D
1995-04-17,0 days 05:56:26,23.7632,121.449,17.68,4.28,F,C
1995-04-14,0 days 09:38:33,24.0258,122.424,14.7,4.0,F,D
1995-04-13,0 days 15:27:12,23.9648,122.2935,7.71,4.35,F,D
1995-04-11,0 days 17:47:27,23.2432,120.5152,15.64,4.09,F,A
1995-04-10,0 days 09:51:13,21.8322,121.0233,29.81,5.04,F,D
1995-04-09,0 days 04:46:54,21.7942,121.0168,15.21,4.3,F,D
1995-04-09,0 days 04:44:51,21.8272,121.0303,15.7,5.33,F,D
1995-04-03,0 days 22:45:26,23.9357,122.2737,8.72,4.21,F,D
1995-04-03,0 days 22:33:24,23.9472,122.32,3.94,5.35,F,D
1995-04-03,0 days 12:38:05,23.9368,122.2853,7.83,4.43,F,D
1995-04-03,0 days 12:35:46,23.9443,122.3108,6.19,4.37,F,D
1995-04-03,0 days 12:29:19,23.9333,122.264,4.83,4.07,F,D
1995-04-03,0 days 12:17:59,23.9963,122.2927,12.44,4.16,F,D
1995-04-03,0 days 11:59:28,24.0122,122.2622,7.29,4.42,F,D
1995-04-03,0 days 11:54:40,23.9355,122.4317,14.55,5.88,F,D
1995-04-01,0 days 09:12:22,24.9302,122.1207,122.24,5.3,F,D
1995-05-28,0 days 17:12:30,23.0457,121.3938,17.66,4.22,F,C
1995-05-28,0 days 14:55:31,24.193,121.6598,28.97,4.2,F,C
1995-05-28,0 days 13:35:24,23.0542,121.3868,17.67,4.12,F,C
1995-05-28,0 days 12:55:36,23.1042,121.2708,0.41,4.63,F,B
1995-05-28,0 days 12:55:24,23.1092,121.334,16.36,4.1,F,B
1995-05-28,0 days 10:16:32,22.9817,121.4383,14.17,4.77,F,C
1995-05-28,0 days 10:02:54,23.0785,121.3715,17.89,4.12,F,C
1995-05-28,0 days 09:58:09,23.1007,121.2413,3.65,4.41,F,C
1995-05-28,0 days 09:57:10,23.024,121.4208,17.03,4.75,F,C
1995-05-27,0 days 20:54:39,23.0238,121.3613,23.39,4.21,F,C
1995-05-27,0 days 20:53:12,23.0198,121.2997,19.45,4.04,F,B
1995-05-27,0 days 20:51:29,23.015,121.306,20.23,4.2,F,B
1995-05-27,0 days 20:33:19,23.0032,121.365,23.86,4.24,F,C
1995-05-27,0 days 18:54:06,22.9933,121.3923,20.65,4.27,F,C
1995-05-27,0 days 18:34:29,23.0412,121.3687,20.92,4.77,F,C
1995-05-27,0 days 18:33:50,23.0298,121.364,21.5,4.76,F,C
1995-05-27,0 days 18:11:11,23.0082,121.4647,19.73,5.26,F,C
1995-05-23,0 days 18:38:05,23.7873,121.8235,38.34,4.12,F,D
1995-05-23,0 days 14:01:15,24.4803,121.8753,21.09,4.01,F,C
1995-05-22,0 days 15:54:05,25.0322,121.8188,138.08,4.16,F,D
1995-05-21,0 days 15:08:29,24.8768,122.3835,4.04,4.17,F,D
1995-05-18,0 days 12:35:10,24.5415,122.4133,77.07,4.34,F,D
1995-05-16,0 days 14:29:34,24.4795,121.8865,20.61,4.01,F,C
1995-05-15,0 days 18:58:38,24.738,122.363,79.44,5.37,F,D
1995-05-14,0 days 05:27:50,24.1515,121.7075,26.74,4.12,F,C
1995-05-09,0 days 09:36:36,23.5255,121.6075,22.93,4.61,F,C
1995-05-09,0 days 01:03:50,22.9802,121.4727,22.99,4.9,F,C
1995-05-08,0 days 16:51:59,21.3012,121.5912,3.51,4.41,F,D
1995-05-07,0 days 00:53:00,22.7733,121.3898,36.92,4.33,F,C
1995-05-06,0 days 02:06:08,24.6703,121.6497,45.01,4.12,F,A
1995-05-05,0 days 21:39:07,23.2087,121.5145,24.64,4.37,F,C
1995-05-05,0 days 16:07:19,23.2963,122.0375,15.76,4.05,F,D
1995-05-02,0 days 22:48:20,23.8332,121.973,23.93,5.24,F,D
1995-05-02,0 days 06:17:21,24.0123,121.634,8.93,4.59,F,C
1995-05-01,0 days 14:50:45,24.0443,121.6518,2.23,4.89,F,C
1995-06-28,0 days 14:14:53,22.2257,121.347,6.55,5.29,F,C
1995-06-26,0 days 20:42:04,23.1955,121.585,34.05,4.27,F,C
1995-06-26,0 days 11:10:34,24.6263,121.6312,44.48,4.23,F,A
1995-06-25,0 days 07:34:18,24.5835,121.6463,42.45,4.38,F,A
1995-06-25,0 days 07:00:44,24.5932,121.595,40.11,4.33,F,A
1995-06-25,0 days 06:59:07,24.6062,121.6685,39.88,6.5,F,A
1995-06-20,0 days 13:08:40,24.1727,121.6738,29.8,4.35,F,C
1995-06-15,0 days 11:10:57,23.7353,122.5013,11.74,4.09,F,D
1995-06-11,0 days 17:22:01,23.9125,121.7603,41.77,4.64,F,C
1995-06-10,0 days 14:31:28,22.7805,121.123,10.22,4.57,F,B
1995-06-09,0 days 11:39:04,24.3422,121.7715,60.89,4.03,F,C
1995-06-08,0 days 14:01:00,24.1272,121.7205,33.8,4.04,F,D
1995-06-08,0 days 03:48:00,23.3005,122.042,20.94,4.21,F,D
1995-06-06,0 days 23:21:22,23.0143,121.4568,23.65,5.06,F,C
1995-06-04,0 days 19:57:01,21.252,120.9558,55.46,4.23,F,D
1995-06-04,0 days 06:49:31,23.9378,122.4037,15.6,4.7,F,D
1995-07-28,0 days 08:00:31,24.7088,121.9635,71.51,4.71,F,D
1995-07-25,0 days 23:59:36,24.4675,122.2035,62.49,4.17,F,D
1995-07-24,0 days 21:45:56,24.8048,122.6642,129.2,4.31,F,D
1995-07-24,0 days 07:02:31,24.3133,121.8258,9.17,4.5,F,C
1995-07-24,0 days 06:59:39,24.3332,121.8058,12.97,4.03,F,C
1995-07-23,0 days 13:54:37,23.7053,122.9785,9.86,4.26,F,D
1995-07-17,0 days 00:10:09,24.625,121.6302,43.91,4.15,F,A
1995-07-16,0 days 01:09:51,23.1017,121.3535,21.48,4.08,F,A
1995-07-14,0 days 17:40:48,24.318,121.8403,8.63,4.87,F,C
1995-07-14,0 days 16:52:46,24.3203,121.851,8.79,5.8,F,C
1995-07-10,0 days 20:52:49,24.0078,122.6707,15.32,4.1,F,D
1995-07-07,0 days 08:46:09,24.621,121.7003,44.65,4.62,F,A
1995-07-07,0 days 03:04:48,23.8935,121.09,13.07,5.3,F,B
1995-07-06,0 days 20:41:13,23.9288,122.6403,6.23,4.51,F,D
1995-07-06,0 days 12:58:18,24.5782,121.6785,40.73,4.1,F,B
1995-07-05,0 days 22:05:16,24.1403,121.8947,16.02,4.26,F,D
1995-07-05,0 days 17:33:48,24.8313,122.1158,8.88,4.58,F,D
1995-07-05,0 days 12:56:47,24.2242,121.051,36.29,4.16,F,A
1995-07-04,0 days 21:15:11,24.6283,121.6355,42.84,4.66,F,A
1995-08-26,0 days 10:09:47,24.3792,121.978,10.2,4.15,F,D
1995-08-26,0 days 10:07:23,24.378,122.0248,14.52,4.52,F,D
1995-08-25,0 days 12:30:58,22.074,121.3112,11.34,4.09,F,C
1995-08-23,0 days 20:36:25,24.3645,122.8713,20.04,4.79,F,D
1995-08-22,0 days 19:58:57,21.1932,121.8692,182.96,4.52,F,D
1995-08-20,0 days 09:25:03,24.6923,121.5803,56.92,4.92,F,A
1995-08-17,0 days 13:37:58,23.7292,121.6432,29.51,4.21,F,C
1995-08-15,0 days 14:53:56,23.9788,122.4252,9.67,5.04,F,D
1995-08-11,0 days 23:52:57,22.3693,121.0285,5.62,4.36,F,C
1995-08-09,0 days 22:44:55,22.2253,121.3058,7.81,4.35,F,C
1995-08-07,0 days 11:59:19,24.8845,121.8737,115.72,4.81,F,C
1995-08-03,0 days 18:20:30,24.245,122.2337,11.48,4.45,F,D
1995-09-25,0 days 20:23:53,23.933,122.575,14.06,4.31,F,D
1995-09-16,0 days 05:09:00,24.1185,121.321,72.44,4.42,F,A
1995-09-15,0 days 14:28:00,23.9977,122.3332,6.4,4.09,F,D
1995-09-13,0 days 02:09:09,23.8972,121.691,22.36,4.14,F,C
1995-09-12,0 days 22:26:55,24.2892,121.9568,28.49,4.0,F,D
1995-09-10,0 days 01:05:43,24.1798,122.1152,15.51,4.19,F,D
1995-09-09,0 days 19:12:54,24.2223,122.0427,21.75,4.13,F,D
1995-09-09,0 days 19:12:22,24.1843,122.0998,16.16,4.37,F,D
1995-09-09,0 days 07:14:23,24.1712,122.1225,13.98,4.42,F,D
1995-09-07,0 days 19:49:49,23.764,120.966,24.75,4.34,F,A
1995-09-07,0 days 12:23:17,24.9127,122.0798,91.68,4.05,F,D
1995-09-04,0 days 20:27:28,24.1457,121.7412,25.83,4.83,F,C
1995-09-03,0 days 01:16:50,23.7448,120.9613,18.01,4.29,F,A
1995-09-02,0 days 12:00:54,25.4125,122.2942,273.49,4.95,F,D
1995-09-02,0 days 02:23:53,21.8407,121.3275,58.46,4.94,F,D
1995-09-01,0 days 22:37:26,24.2363,122.2203,31.77,4.38,F,D
1995-09-01,0 days 18:55:55,23.7497,121.488,15.75,4.18,F,C
1995-09-01,0 days 18:53:33,24.7085,122.4978,96.45,4.18,F,D
1995-10-30,0 days 21:11:29,23.774,122.383,1.63,4.29,F,D
1995-10-30,0 days 13:45:25,24.6527,122.643,91.61,4.44,F,D
1995-10-20,0 days 05:57:25,24.8965,122.224,2.21,4.14,F,D
1995-10-18,0 days 18:38:40,24.6172,121.6372,44.11,4.02,F,A
1995-10-16,0 days 04:07:50,22.7737,121.287,16.77,4.19,F,D
1995-10-14,0 days 03:01:36,24.6277,122.531,14.33,5.01,F,D
1995-10-07,0 days 18:20:06,25.7162,122.8557,206.78,4.04,F,D
1995-10-07,0 days 11:08:42,23.8662,121.6762,0.56,4.67,F,D
1995-10-06,0 days 19:52:48,23.7272,121.8202,26.82,4.11,F,D
1995-10-04,0 days 05:01:48,24.8683,122.0042,4.82,4.53,F,D
1995-10-02,0 days 17:20:53,24.6808,121.7158,78.21,4.44,F,B
1995-11-27,0 days 00:54:03,23.0548,120.2007,14.55,4.18,F,B
1995-11-26,0 days 19:26:00,23.991,121.589,6.43,4.2,F,B
1995-11-26,0 days 19:18:33,23.5308,121.5757,22.07,4.18,F,C
1995-11-25,0 days 19:39:33,24.7407,121.9415,66.04,4.44,F,C
1995-11-24,0 days 23:11:25,24.589,122.7188,87.23,4.17,F,D
1995-11-20,0 days 23:58:09,23.2023,120.0792,14.77,4.29,F,B
1995-11-20,0 days 02:23:45,24.7002,122.501,18.99,4.2,F,D
1995-11-15,0 days 02:51:30,22.964,121.4463,39.86,4.15,F,C
1995-11-14,0 days 09:55:14,23.9643,122.3577,13.86,4.3,F,D
1995-11-14,0 days 07:26:26,24.052,121.5253,17.9,4.21,F,A
1995-11-12,0 days 09:37:57,22.8053,121.3577,8.14,4.1,F,C
1995-11-10,0 days 21:07:51,22.8225,121.3812,4.97,4.83,F,C
1995-11-09,0 days 02:28:46,24.4338,121.7368,61.86,4.03,F,C
1995-11-07,0 days 16:38:54,23.8917,122.4493,12.31,4.13,F,D
1995-11-07,0 days 03:55:28,23.9247,122.3545,2.85,4.28,F,D
1995-11-06,0 days 21:02:49,24.7502,122.7608,121.38,4.74,F,D
1995-11-06,0 days 19:31:27,24.4457,121.8155,7.92,4.64,F,C
1995-11-06,0 days 14:05:52,24.5743,121.8525,67.6,4.09,F,C
1995-11-06,0 days 00:45:24,23.4233,120.7613,14.79,4.31,F,A
1995-11-05,0 days 04:30:11,24.5965,122.9562,64.06,4.06,F,D
1995-11-04,0 days 19:08:17,23.6492,121.442,3.01,4.0,F,C
1995-11-02,0 days 03:03:07,23.5527,121.517,23.72,4.01,F,C
1995-12-28,0 days 08:52:37,23.2063,120.0835,14.74,4.14,F,B
1995-12-25,0 days 19:05:28,22.822,121.3632,12.47,4.94,F,C
1995-12-22,0 days 14:08:27,21.2113,121.8918,178.32,4.54,F,D
1995-12-20,0 days 23:56:36,24.0493,121.7125,33.74,5.06,F,C
1995-12-19,0 days 03:52:08,24.0792,122.1402,8.24,4.3,F,D
1995-12-18,0 days 21:12:07,24.2767,122.4875,58.82,4.52,F,D
1995-12-18,0 days 16:17:54,24.0183,121.692,22.06,5.8,F,C
1995-12-18,0 days 08:30:01,23.1905,121.4537,25.99,4.05,F,C
1995-12-16,0 days 19:45:33,24.0117,122.392,1.49,4.79,F,D
1995-12-11,0 days 08:46:17,24.1628,121.6658,26.97,4.39,F,C
1995-12-08,0 days 13:14:40,24.2682,122.3545,50.0,5.25,X,D
1995-12-08,0 days 10:41:33,22.5982,121.4443,6.15,4.24,F,C
1995-12-07,0 days 19:56:26,24.0512,122.3623,8.73,4.26,F,D
1995-12-01,0 days 03:17:04,24.606,121.6427,45.07,5.72,F,A
1996-01-28,0 days 02:23:11,23.9865,122.4518,6.11,4.03,F,D
1996-01-27,0 days 13:39:31,23.1695,120.772,1.37,4.13,F,C
1996-01-26,0 days 21:48:58,24.6103,122.5105,86.87,4.16,F,D
1996-01-26,0 days 07:54:45,24.6107,121.7922,70.57,4.28,F,B
1996-01-25,0 days 21:20:16,24.3867,122.641,38.72,4.92,X,D
1996-01-23,0 days 14:23:23,24.5132,121.559,56.15,4.13,F,A
1996-01-22,0 days 19:22:57,24.9283,121.7237,66.86,5.11,F,A
1996-01-20,0 days 04:24:41,23.3383,121.3987,16.87,4.6,F,C
1996-01-17,0 days 12:12:04,23.2755,121.6242,25.93,4.71,F,C
1996-01-11,0 days 09:33:49,21.8512,121.9088,3.07,4.09,F,D
1996-01-08,0 days 13:23:15,24.1123,122.2845,4.03,4.31,F,D
1996-01-08,0 days 13:07:24,24.1017,122.327,10.96,4.34,F,D
1996-01-08,0 days 13:04:45,24.0913,122.2315,15.06,4.76,F,D
1996-01-07,0 days 02:18:09,23.715,122.0427,10.16,4.14,F,D
1996-01-03,0 days 21:30:48,23.8835,121.9977,20.82,4.02,F,D
1996-01-02,0 days 04:39:49,24.3692,122.0208,24.2,4.36,F,D
1996-02-25,0 days 17:12:22,24.3802,121.9713,19.45,4.03,F,D
1996-02-19,0 days 14:28:55,23.1925,121.5902,9.79,4.14,F,C
1996-02-12,0 days 16:16:22,22.6935,121.3463,90.5,4.2,F,C
1996-02-11,0 days 11:34:01,24.8477,121.8947,104.5,4.65,F,C
1996-02-05,0 days 08:57:45,23.8945,121.7062,22.98,4.66,F,C
1996-02-03,0 days 03:01:59,23.9622,122.3937,2.98,4.4,F,D
1996-02-02,0 days 18:05:35,23.7557,122.4557,11.67,4.39,F,D
1996-02-02,0 days 16:53:26,23.8177,122.3757,1.13,4.93,F,D
1996-03-26,0 days 15:42:11,24.2742,121.8868,31.18,4.37,F,C
1996-03-21,0 days 11:07:15,24.3738,122.8092,47.24,4.01,F,D
1996-03-19,0 days 07:33:26,23.9173,122.2532,5.21,5.03,F,D
1996-03-19,0 days 07:25:02,23.9073,122.308,1.63,5.04,F,D
1996-03-17,0 days 01:52:00,22.8223,120.6863,11.35,4.02,F,A
1996-03-15,0 days 12:39:01,23.8108,122.4358,16.38,4.25,F,D
1996-03-15,0 days 12:38:16,21.5287,120.0868,58.82,4.82,F,D
1996-03-14,0 days 15:21:07,24.0707,121.6962,8.8,4.21,F,C
1996-03-13,0 days 07:50:12,24.6868,122.2145,6.35,4.07,F,D
1996-03-11,0 days 01:29:29,24.8913,122.0365,109.52,4.26,F,D
1996-03-09,0 days 10:25:50,23.877,122.5728,8.63,4.04,F,D
1996-03-08,0 days 12:39:08,23.2548,121.425,17.44,4.05,F,C
1996-03-07,0 days 23:08:48,24.8163,122.3692,4.11,4.65,F,D
1996-03-05,0 days 21:18:13,23.0122,121.439,23.01,4.81,F,C
1996-03-05,0 days 19:43:36,23.9013,122.2848,15.58,4.26,F,D
1996-03-05,0 days 17:32:08,23.8985,122.303,10.81,5.96,F,D
1996-03-05,0 days 14:52:27,23.9302,122.3615,6.0,6.4,X,D
1996-03-04,0 days 14:58:13,24.5935,122.5265,11.81,4.29,F,D
1996-03-04,0 days 08:51:18,24.5892,122.5207,10.54,4.65,F,D
1996-03-04,0 days 04:28:43,23.096,120.2825,16.07,4.01,F,A
1996-03-02,0 days 11:30:18,24.8935,122.0957,117.86,4.02,F,D
1996-04-26,0 days 02:53:58,24.7998,122.3068,5.2,4.43,F,D
1996-04-24,0 days 01:20:52,24.2117,121.8823,2.13,4.47,F,D
1996-04-19,0 days 07:26:23,23.7132,121.7995,29.83,4.59,F,C
1996-04-13,0 days 03:57:55,21.9553,121.0443,12.57,4.28,F,D
1996-04-12,0 days 11:44:47,24.4278,121.967,23.43,4.29,F,D
1996-04-11,0 days 09:07:11,23.8877,122.2708,2.46,4.31,F,D
1996-04-10,0 days 14:14:49,22.9743,121.5057,13.63,4.65,F,C
1996-04-10,0 days 08:59:19,22.6717,120.346,31.79,4.28,F,B
1996-04-09,0 days 12:00:04,21.9087,121.0257,13.6,4.08,F,D
1996-04-08,0 days 19:41:42,24.062,122.2872,9.03,4.26,F,D
1996-04-08,0 days 00:07:26,21.8983,121.0578,14.87,4.45,F,D
1996-04-07,0 days 16:55:36,23.4675,120.6618,1.18,4.7,F,C
1996-04-06,0 days 15:24:32,21.9092,121.0573,14.71,4.16,F,D
1996-04-06,0 days 11:53:41,21.1978,121.8755,167.84,4.71,F,D
1996-05-28,0 days 21:53:22,24.0535,121.5828,24.95,5.05,F,C
1996-05-26,0 days 07:36:41,24.5605,121.6465,60.16,4.09,F,A
1996-05-24,0 days 11:56:19,24.669,122.5793,107.15,4.26,F,D
1996-05-22,0 days 00:47:28,23.2518,121.4765,20.37,4.02,F,C
1996-05-16,0 days 17:37:04,24.3802,121.9612,28.71,4.29,F,D
1996-05-14,0 days 20:07:44,23.8875,122.5768,2.24,4.04,F,D
1996-05-14,0 days 13:46:36,21.0655,121.2393,47.96,4.56,F,D
1996-05-14,0 days 03:32:27,23.421,121.3187,9.67,4.22,F,C
1996-05-09,0 days 11:37:07,22.7337,121.5968,136.93,4.53,F,C
1996-05-05,0 days 19:39:04,24.5712,121.9645,4.15,4.19,F,D
1996-05-05,0 days 16:21:27,23.9603,122.3568,8.19,4.86,F,D
1996-06-27,0 days 15:52:50,24.019,122.2837,8.98,4.28,F,D
1996-06-23,0 days 12:45:43,25.344,122.566,244.54,4.43,F,D
1996-06-18,0 days 00:00:36,21.0622,121.7627,16.09,4.03,F,D
1996-06-13,0 days 15:52:08,22.867,120.6588,10.76,4.16,F,B
1996-06-09,0 days 01:30:25,24.0358,121.5843,47.73,4.93,F,B
1996-06-05,0 days 07:21:45,22.2362,121.3535,19.19,4.07,F,B
1996-06-03,0 days 23:52:27,25.2617,122.1967,232.51,4.12,F,D
1996-07-28,0 days 00:40:24,21.3955,120.1422,71.13,4.33,F,D
1996-07-27,0 days 00:26:39,24.3297,122.0295,7.17,4.82,F,D
1996-07-25,0 days 23:06:40,25.4897,122.5095,279.86,4.2,F,D
1996-07-21,0 days 05:11:57,24.452,122.4427,65.45,4.57,F,D
1996-07-19,0 days 11:29:22,23.2835,122.0912,26.2,4.6,F,D
1996-07-17,0 days 09:26:56,23.8957,122.4792,18.01,5.05,F,D
1996-07-15,0 days 09:12:21,23.0023,121.4485,18.53,4.41,F,C
1996-07-14,0 days 06:10:24,24.8227,122.238,4.02,4.24,F,D
1996-07-13,0 days 04:46:31,24.0662,121.727,30.05,4.24,F,C
1996-07-08,0 days 03:15:11,23.193,120.5203,12.3,4.21,F,A
1996-07-06,0 days 01:27:05,22.667,120.515,26.95,5.19,F,A
1996-08-29,0 days 12:05:00,24.7825,122.0702,2.47,4.41,F,D
1996-08-28,0 days 16:06:28,23.068,121.4857,38.03,4.12,F,C
1996-08-28,0 days 01:11:31,23.7723,121.743,32.08,4.41,F,C
1996-08-25,0 days 01:03:25,21.1048,121.6057,112.38,4.38,F,D
1996-08-22,0 days 20:29:02,24.2132,121.7025,22.68,4.41,F,C
1996-08-15,0 days 16:15:54,22.0172,121.6172,97.57,4.18,F,D
1996-08-10,0 days 06:23:05,23.885,122.6498,5.65,5.76,F,D
1996-08-10,0 days 00:34:55,22.15,121.1135,16.33,4.04,F,C
1996-08-06,0 days 23:58:26,24.1392,121.7045,8.65,4.01,F,D
