date,time,lat,lon,depth,ML,fixed,quality
2003-12-10,0 days 04:38:13,23.0667,121.3982,17.73,6.42,F,D
2003-12-10,0 days 04:32:59,23.1122,121.3125,16.24,4.13,F,B
2003-12-09,0 days 00:56:11,22.416,121.0823,21.01,4.05,F,D
2003-12-08,0 days 22:04:06,23.4612,121.3287,1.91,4.84,F,C
2003-12-06,0 days 09:09:48,22.9655,121.5227,41.86,4.14,F,D
2003-12-06,0 days 06:34:57,23.0748,121.3607,37.82,5.14,F,C
2003-12-06,0 days 03:47:12,21.9705,121.7752,141.26,4.67,F,D
2003-12-01,0 days 15:25:55,25.055,121.7953,139.52,4.01,F,C
2004-01-16,0 days 13:43:06,22.2452,121.3582,20.93,4.06,F,D
2004-01-14,0 days 14:20:40,22.9667,121.3093,21.71,4.16,F,D
2004-01-13,0 days 11:41:07,21.125,119.69,47.53,4.92,F,D
2004-01-13,0 days 09:31:39,24.0173,121.7363,7.25,4.13,F,D
2004-01-13,0 days 09:29:01,23.9867,121.771,4.81,4.78,F,D
2004-01-10,0 days 23:54:16,24.6753,122.4652,104.05,4.13,F,D
2004-01-10,0 days 17:48:40,24.622,122.382,80.86,4.61,F,D
2004-01-10,0 days 16:44:38,25.527,122.2598,299.26,4.16,F,C
2004-01-07,0 days 19:05:36,22.915,120.7143,3.26,4.05,F,C
2004-01-07,0 days 11:44:13,23.9765,122.3138,12.39,4.79,F,D
2004-01-06,0 days 00:55:33,24.5407,121.673,57.88,4.2,F,A
2004-01-05,0 days 11:07:24,22.8597,121.3,19.03,4.79,F,D
2004-01-01,0 days 03:15:18,23.3355,121.7118,24.88,5.35,F,D
2004-02-20,0 days 06:20:19,23.778,122.3828,9.16,4.12,F,D
2004-02-19,0 days 10:24:29,22.9992,121.3552,21.08,4.47,F,C
2004-02-15,0 days 22:27:05,24.1285,121.6897,8.38,4.94,F,C
2004-02-15,0 days 19:14:25,24.1358,121.6942,8.84,4.23,F,C
2004-02-15,0 days 19:03:20,24.1303,121.697,8.66,4.41,F,C
2004-02-15,0 days 13:32:06,23.8268,121.0403,29.38,4.9,F,A
2004-02-13,0 days 16:52:08,24.6157,122.4108,88.1,4.15,F,D
2004-02-10,0 days 17:23:12,23.9152,122.4365,17.14,4.18,F,D
2004-02-07,0 days 07:37:40,24.5023,121.9237,26.22,4.14,F,D
2004-02-06,0 days 17:04:31,24.1082,122.0223,5.17,4.24,F,D
2004-02-06,0 days 13:23:51,24.8777,121.977,94.98,4.1,F,D
2004-02-06,0 days 11:52:19,24.4532,122.7228,72.14,4.07,F,D
2004-02-05,0 days 06:05:46,22.7628,121.3382,23.35,4.04,F,C
2004-02-04,0 days 09:16:06,23.4512,122.0507,26.54,4.14,F,C
2004-02-04,0 days 03:23:59,23.3807,122.1497,17.36,5.64,F,D
2004-02-02,0 days 15:47:36,23.438,120.616,7.51,4.13,F,B
2004-02-01,0 days 10:28:27,22.0783,121.365,12.63,4.01,F,C
2004-03-28,0 days 01:47:16,24.0937,122.4348,39.77,4.28,F,D
2004-03-27,0 days 03:20:58,21.6508,121.386,7.39,4.13,F,C
2004-03-26,0 days 08:03:04,23.4395,121.5358,40.21,4.05,F,C
2004-03-25,0 days 19:07:04,23.4047,120.648,9.35,4.54,F,A
2004-03-24,0 days 22:40:14,24.7148,122.3633,90.98,4.3,F,D
2004-03-23,0 days 00:44:55,23.8943,121.711,40.54,4.2,F,C
2004-03-13,0 days 05:03:51,22.984,121.4125,35.35,4.98,F,C
2004-03-05,0 days 22:32:45,24.5673,122.638,101.28,4.43,F,D
2004-03-03,0 days 13:50:29,23.9655,121.1555,26.23,4.64,F,A
2004-03-01,0 days 15:54:38,24.6092,122.6903,98.85,4.45,F,D
2004-04-27,0 days 14:00:00,21.9923,120.479,44.35,4.49,F,D
2004-04-27,0 days 10:08:13,24.189,121.6175,30.82,4.26,F,C
2004-04-24,0 days 15:20:30,23.9518,121.4693,16.51,4.94,F,B
2004-04-23,0 days 14:04:29,22.925,120.5983,14.25,4.72,F,C
2004-04-21,0 days 18:38:38,22.9072,120.9632,3.58,4.09,F,C
2004-04-21,0 days 15:59:55,21.6608,120.1472,59.01,4.75,F,D
2004-04-19,0 days 17:51:23,22.817,121.3795,38.78,4.86,F,C
2004-04-19,0 days 12:20:35,24.6657,122.0645,63.71,4.02,F,D
2004-04-19,0 days 00:56:12,22.7273,121.1748,26.93,4.33,F,C
2004-04-18,0 days 17:35:12,21.162,122.1542,158.79,4.18,F,D
2004-04-09,0 days 23:21:33,23.6298,121.5485,27.24,4.22,F,D
2004-04-09,0 days 05:33:38,24.1193,121.548,19.41,4.51,F,B
2004-05-24,0 days 09:15:06,22.5807,121.0363,3.22,4.59,F,C
2004-05-23,0 days 01:07:18,21.9945,121.4035,7.55,4.15,F,D
2004-05-23,0 days 00:58:28,21.9938,121.5208,26.08,4.08,F,D
2004-05-22,0 days 12:55:26,22.8722,121.2213,22.3,4.15,F,B
2004-05-21,0 days 21:23:09,23.04,120.8818,4.23,4.24,F,C
2004-05-21,0 days 01:33:59,22.2047,121.3612,16.15,4.72,F,B
2004-05-20,0 days 22:16:15,23.4105,120.6522,9.88,4.18,F,B
2004-05-19,0 days 20:20:52,22.667,121.3872,15.2,4.41,F,C
2004-05-19,0 days 08:22:21,22.6497,121.4002,13.39,4.04,F,C
2004-05-19,0 days 07:53:52,22.8857,121.2082,2.62,4.2,F,C
2004-05-19,0 days 07:04:12,22.7135,121.3698,27.08,6.03,F,C
2004-05-19,0 days 06:34:03,23.9822,122.2983,7.5,4.43,F,D
2004-05-17,0 days 19:45:52,22.9525,120.6642,15.46,4.17,F,B
2004-05-17,0 days 18:02:08,23.0632,121.2615,10.64,4.19,F,B
2004-05-16,0 days 06:04:08,23.0508,121.9795,12.85,5.72,F,D
2004-05-15,0 days 05:07:50,24.86,121.9002,91.59,5.12,F,C
2004-05-13,0 days 15:28:49,24.0638,121.5237,20.04,4.22,F,A
2004-05-11,0 days 20:31:16,24.832,122.0945,77.77,4.43,F,D
2004-05-10,0 days 06:53:15,22.9885,121.1867,6.27,4.11,F,C
2004-05-09,0 days 20:06:47,24.5692,121.7663,69.16,5.49,F,B
2004-05-09,0 days 06:02:21,23.4003,120.642,10.04,4.52,F,A
2004-05-08,0 days 20:18:40,21.9727,121.4167,7.27,4.13,F,C
2004-05-08,0 days 16:13:15,22.8458,121.3668,22.08,4.45,F,C
2004-05-08,0 days 08:06:59,22.0125,121.6158,9.49,4.13,F,D
2004-05-08,0 days 08:02:46,21.9258,121.6392,6.61,5.59,F,D
2004-05-07,0 days 20:36:13,22.55,119.9677,42.74,4.16,F,D
2004-05-07,0 days 20:17:45,22.945,120.5708,13.49,4.91,F,C
2004-05-04,0 days 07:03:54,21.2058,121.8822,170.08,4.23,F,C
2004-05-01,0 days 21:58:49,23.8435,121.9318,27.7,4.36,F,D
2004-05-01,0 days 07:56:11,24.0758,121.5282,21.55,5.25,F,A
2004-06-09,0 days 17:49:43,22.5452,120.9648,6.39,4.27,F,C
2004-06-06,0 days 00:09:08,22.5302,120.9723,7.49,4.99,F,B
2004-06-04,0 days 02:35:04,23.9243,122.744,11.08,4.11,F,D
2004-06-04,0 days 02:24:32,23.9258,122.8748,15.0,4.94,X,D
2004-06-03,0 days 16:02:52,23.6592,121.263,8.11,4.17,F,C
2004-06-02,0 days 16:56:29,23.6373,121.2897,14.65,5.17,F,B
2004-06-02,0 days 13:47:17,21.3902,122.0188,162.75,4.08,F,D
2004-07-10,0 days 05:03:01,23.9233,122.7808,13.51,4.08,F,D
2004-07-09,0 days 11:19:28,23.9028,121.4958,19.58,4.52,F,B
2004-07-06,0 days 11:39:27,24.9782,122.1802,15.34,4.22,F,D
2004-07-06,0 days 11:38:00,22.933,120.954,7.05,4.79,F,C
2004-07-06,0 days 07:32:02,24.8972,122.2657,5.96,5.22,F,D
2004-07-05,0 days 23:27:14,23.8765,122.681,19.62,4.07,F,D
2004-07-03,0 days 02:02:43,24.0015,121.059,11.82,4.15,F,C
2004-07-01,0 days 18:09:02,24.803,122.388,108.57,4.18,F,D
2004-08-26,0 days 09:25:52,22.8883,121.2848,17.34,4.04,F,C
2004-08-21,0 days 19:57:56,24.324,122.2882,24.65,4.55,F,D
2004-08-18,0 days 22:18:27,22.5527,121.3405,24.92,4.18,F,D
2004-08-18,0 days 20:31:40,22.0712,121.3922,72.29,4.86,F,D
2004-08-14,0 days 03:29:40,22.9297,120.98,1.14,4.32,F,C
2004-08-11,0 days 17:01:10,25.541,122.2902,282.28,4.08,F,D
2004-08-09,0 days 19:52:36,23.985,121.894,42.8,4.0,F,D
2004-08-08,0 days 13:12:26,24.6702,121.815,81.18,4.98,F,B
2004-08-08,0 days 08:30:55,24.3143,122.098,24.43,4.2,F,D
2004-08-04,0 days 15:43:29,23.783,122.4293,15.02,4.18,F,D
2004-08-03,0 days 00:43:44,23.9628,121.6862,21.45,4.47,F,D
2004-08-02,0 days 16:46:54,24.5925,122.452,55.08,4.02,F,D
2004-08-01,0 days 11:21:25,24.5565,121.8565,11.56,4.2,F,D
2004-08-01,0 days 06:44:02,24.4213,122.2358,57.37,4.01,F,D
2004-09-28,0 days 07:57:24,23.6997,121.7793,31.21,4.03,F,D
2004-09-24,0 days 13:12:33,24.1245,122.3213,31.5,4.07,F,D
2004-09-24,0 days 12:40:17,23.173,121.4788,20.42,4.12,F,D
2004-09-22,0 days 07:02:00,23.7422,121.7958,33.4,4.03,F,D
2004-09-21,0 days 18:17:02,24.8997,122.1122,4.08,4.0,F,D
2004-09-18,0 days 11:15:56,24.8918,122.2623,107.45,4.14,F,D
2004-09-18,0 days 02:52:35,24.439,122.8937,32.83,5.12,F,D
2004-09-11,0 days 05:50:46,23.7688,121.6283,33.3,4.0,F,D
2004-09-07,0 days 11:45:55,24.6525,121.8517,12.77,4.05,F,C
2004-09-05,0 days 12:36:57,24.4243,121.6223,40.48,4.08,F,B
2004-09-02,0 days 06:07:50,23.2008,120.4993,7.51,4.26,F,A
2004-10-28,0 days 02:09:40,24.6057,121.7585,68.53,4.23,F,B
2004-10-28,0 days 02:05:31,23.8878,121.7148,39.55,4.19,F,D
2004-10-27,0 days 03:49:44,21.271,121.9227,170.76,5.24,F,D
2004-10-26,0 days 08:20:45,22.8965,121.2883,23.68,4.34,F,C
2004-10-19,0 days 03:51:16,20.8767,122.5713,33.0,5.5,X,D
2004-10-16,0 days 14:36:23,22.793,121.0818,12.33,4.06,F,C
2004-10-15,0 days 17:33:37,22.621,121.6428,4.47,4.2,F,D
2004-10-15,0 days 04:08:50,24.4623,122.8517,91.03,7.1,F,C
2004-10-13,0 days 23:50:41,24.269,120.7905,27.19,4.07,F,B
2004-10-12,0 days 07:27:07,24.1078,121.7783,31.91,4.11,F,D
2004-10-07,0 days 01:51:31,24.0832,121.871,45.06,4.37,F,D
2004-11-26,0 days 20:49:12,23.9668,122.3293,11.88,4.41,F,D
2004-11-26,0 days 14:16:01,23.8563,122.7472,17.41,4.16,F,C
2004-11-21,0 days 11:09:37,24.0183,122.2392,7.42,4.21,F,D
2004-11-20,0 days 13:04:34,23.8908,122.7568,8.12,4.54,F,D
2004-11-13,0 days 15:22:04,23.996,121.6875,29.55,4.28,F,C
2004-11-12,0 days 05:27:03,23.9058,122.556,2.4,4.66,F,D
2004-11-11,0 days 17:45:35,23.939,122.52,4.12,4.49,F,D
2004-11-11,0 days 02:16:44,24.3117,122.158,27.26,6.09,F,C
2004-11-10,0 days 14:48:02,23.9692,122.417,14.87,5.15,F,C
2004-11-09,0 days 01:07:47,24.5938,121.895,57.35,4.19,F,C
2004-11-08,0 days 19:38:10,23.9252,122.5133,15.74,5.5,F,D
2004-11-08,0 days 18:30:48,21.334,121.7198,113.01,4.24,F,D
2004-11-08,0 days 16:33:09,23.896,122.4465,12.67,4.68,F,D
2004-11-08,0 days 16:06:53,23.893,122.468,7.09,4.08,F,D
2004-11-08,0 days 16:02:46,23.9167,122.4702,16.85,4.04,F,D
2004-11-08,0 days 16:01:28,23.9442,122.3457,5.79,4.49,F,D
2004-11-08,0 days 15:58:41,23.9705,122.4122,1.64,4.69,F,D
2004-11-08,0 days 15:54:55,23.7948,122.7603,10.0,6.58,X,D
2004-11-08,0 days 15:35:02,23.8862,122.6207,7.71,4.79,F,D
2004-11-05,0 days 20:37:50,23.1888,121.3483,18.0,4.21,F,C
2004-11-04,0 days 20:25:31,21.8048,121.1168,4.9,4.09,F,D
2004-12-27,0 days 09:20:16,24.8113,121.8513,93.85,4.2,F,C
2004-12-22,0 days 00:28:47,23.37,121.5407,24.82,4.37,F,C
2004-12-22,0 days 00:18:07,23.3773,121.5218,25.34,4.71,F,C
2004-12-18,0 days 05:45:56,21.18,122.0192,3.26,4.05,F,D
2004-12-17,0 days 02:07:12,24.0507,122.2915,13.3,4.24,F,D
2004-12-16,0 days 00:10:00,23.9528,122.4093,8.56,5.13,F,D
2004-12-08,0 days 11:32:32,22.8418,121.4715,18.1,4.42,F,C
2005-01-27,0 days 12:31:34,24.2195,121.7548,45.62,4.77,F,C
2005-01-26,0 days 23:18:51,24.2675,121.77,8.7,4.0,F,C
2005-01-22,0 days 22:55:24,23.34,121.1485,3.58,4.2,F,C
2005-01-22,0 days 06:56:44,24.1068,122.2338,20.83,4.8,F,C
2005-01-22,0 days 06:54:48,22.8813,121.2735,18.87,4.27,F,C
2005-01-21,0 days 14:28:21,24.5558,122.531,92.12,5.94,F,C
2005-01-20,0 days 13:14:23,22.1527,121.0362,26.88,4.77,F,B
2005-01-20,0 days 07:47:16,23.5052,120.8257,19.16,5.04,F,A
2005-01-19,0 days 03:02:32,21.2745,121.2123,62.82,4.25,F,D
2005-01-18,0 days 13:54:15,24.5798,122.7078,84.91,4.55,F,D
2005-01-15,0 days 15:15:56,21.391,120.0375,33.8,4.15,F,D
2005-01-15,0 days 05:02:31,24.7005,122.5067,103.23,5.05,F,C
2005-01-13,0 days 16:46:33,24.7685,122.4637,114.41,4.19,F,D
2005-01-12,0 days 13:30:40,23.693,120.9665,10.65,4.51,F,C
2005-01-11,0 days 00:58:22,23.5788,121.631,26.66,4.86,F,C
2005-01-09,0 days 16:17:09,21.2633,121.8623,135.73,4.51,F,D
2005-01-08,0 days 03:27:51,22.9532,120.988,8.34,4.09,F,C
2005-01-05,0 days 18:42:48,21.3663,120.1305,66.31,4.03,F,D
2005-01-05,0 days 17:47:28,23.9488,122.4297,3.62,4.34,F,D
2005-01-04,0 days 07:55:09,23.8372,121.6112,42.0,4.13,F,C
2005-01-04,0 days 02:24:48,23.9553,122.4222,10.35,4.21,F,D
2005-01-01,0 days 21:39:39,24.3863,122.8113,15.09,4.24,F,D
2005-01-01,0 days 05:59:19,22.661,121.341,36.68,4.02,F,D
2005-02-22,0 days 21:33:45,21.4718,121.9132,4.7,4.19,F,D
2005-02-22,0 days 06:33:10,24.7947,121.7865,82.85,4.15,F,B
2005-02-19,0 days 06:57:41,22.6637,121.2953,56.49,4.37,F,C
2005-02-18,0 days 22:08:59,23.3103,121.7327,11.71,4.37,F,C
2005-02-18,0 days 21:19:28,23.3485,121.6652,14.11,4.58,F,C
2005-02-18,0 days 20:25:03,23.3193,121.6888,12.12,4.2,F,D
2005-02-18,0 days 20:18:18,23.3405,121.6737,15.28,5.6,F,C
2005-02-17,0 days 00:34:51,24.7008,122.84,101.29,4.01,F,D
2005-02-14,0 days 11:29:15,24.3798,122.8278,27.99,4.22,F,C
2005-02-12,0 days 14:38:20,23.8498,121.5585,24.0,4.07,F,C
2005-02-11,0 days 22:56:20,23.9575,121.614,26.04,4.5,F,C
2005-02-05,0 days 15:53:42,24.2447,121.7213,12.04,4.26,F,C
2005-02-05,0 days 12:30:30,22.6858,121.821,11.0,4.07,X,D
2005-02-05,0 days 11:00:52,24.2485,121.752,4.9,4.99,F,C
2005-02-05,0 days 10:59:04,24.2522,121.7917,6.17,4.51,F,D
2005-02-05,0 days 10:58:48,24.2522,121.7767,5.14,4.02,F,C
2005-02-02,0 days 23:53:07,24.2495,121.7877,5.65,4.57,F,C
2005-02-01,0 days 19:39:06,24.8545,122.6842,122.11,4.74,F,D
2005-02-01,0 days 16:15:10,24.291,121.7548,8.25,4.43,F,C
2005-02-01,0 days 04:56:38,24.5758,121.7263,73.57,4.98,F,B
2005-02-01,0 days 02:00:49,24.2798,121.7595,11.77,4.16,F,D
2005-02-01,0 days 01:59:47,24.2558,121.7795,5.74,5.14,F,C
2005-03-23,0 days 04:47:30,24.4145,121.613,71.08,4.34,F,B
2005-03-22,0 days 20:41:13,25.4395,122.3172,286.85,4.3,F,D
2005-03-22,0 days 00:46:26,23.1865,121.4275,20.11,4.38,F,C
2005-03-19,0 days 23:26:26,24.204,122.2508,19.54,5.15,F,D
2005-03-19,0 days 19:22:19,23.6763,120.9337,9.08,4.24,F,C
2005-03-12,0 days 23:42:27,24.2067,121.7835,6.27,4.48,F,D
2005-03-11,0 days 19:10:32,23.9053,122.24,9.28,4.67,F,D
2005-03-11,0 days 18:59:52,24.3713,120.924,5.76,4.04,F,C
2005-03-09,0 days 08:46:04,25.11,122.205,174.21,4.4,F,D
2005-03-08,0 days 00:31:41,24.9883,122.549,146.27,4.39,F,D
2005-03-07,0 days 19:26:25,24.6473,121.82,8.22,4.31,F,B
2005-03-06,0 days 03:02:29,24.7903,121.9573,9.33,4.36,F,C
2005-03-05,0 days 23:19:36,24.6567,121.884,4.35,4.3,F,D
2005-03-05,0 days 21:06:12,24.6625,121.871,5.04,4.14,F,C
2005-03-05,0 days 19:55:01,24.6702,121.8215,12.69,4.0,F,B
2005-03-05,0 days 19:27:54,24.6598,121.8013,10.71,4.75,F,B
2005-03-05,0 days 19:16:25,24.6453,121.7585,8.35,4.83,F,B
2005-03-05,0 days 19:12:23,24.6653,121.8252,9.68,4.14,F,C
2005-03-05,0 days 19:08:00,24.6532,121.7977,6.95,5.96,F,C
2005-03-05,0 days 19:06:51,24.6547,121.8408,6.39,5.9,F,C
2005-03-05,0 days 18:59:17,24.6458,121.8282,9.95,4.01,F,B
2005-03-04,0 days 10:24:52,22.8067,121.3407,19.03,4.33,F,C
2005-03-02,0 days 22:36:15,21.138,122.2137,157.13,4.07,F,C
2005-04-30,0 days 15:07:38,24.0133,121.6103,9.4,4.39,F,C
2005-04-30,0 days 14:59:19,24.0557,121.6168,7.32,4.39,F,C
2005-04-30,0 days 14:49:03,24.0572,121.5428,9.64,4.74,F,D
2005-04-30,0 days 14:48:53,24.0743,121.659,6.87,4.74,F,C
2005-04-30,0 days 14:48:17,24.0352,121.6245,8.45,5.62,F,C
2005-04-30,0 days 05:19:15,24.068,121.616,9.16,4.14,F,C
2005-04-26,0 days 17:14:41,24.0297,122.442,9.25,4.23,F,D
2005-04-24,0 days 12:17:38,21.7087,120.1263,68.86,4.93,F,D
2005-04-22,0 days 00:01:20,24.3925,121.5855,55.97,4.2,F,A
2005-04-19,0 days 23:22:08,23.5495,122.1148,8.7,4.18,F,D
2005-04-14,0 days 17:47:24,24.8107,121.9943,5.55,4.09,F,D
2005-04-12,0 days 18:42:31,23.534,122.1993,14.43,4.52,F,D
2005-04-11,0 days 23:01:55,23.2683,120.5317,5.2,4.63,F,A
2005-04-11,0 days 13:38:17,22.8812,121.28,18.97,4.24,F,C
2005-04-11,0 days 11:50:21,22.8708,121.2917,19.34,4.06,F,C
2005-04-11,0 days 08:28:13,22.8747,121.2872,19.78,4.68,F,C
2005-04-11,0 days 01:27:19,23.7745,122.4635,21.81,4.72,F,C
2005-04-10,0 days 17:21:25,22.5072,120.8728,40.16,4.05,F,A
2005-04-07,0 days 07:37:03,25.538,122.3212,288.52,4.16,F,D
2005-04-06,0 days 13:09:58,23.0007,121.2863,36.75,4.12,F,C
2005-04-05,0 days 11:12:17,22.3458,120.9682,38.84,4.38,F,B
2005-05-24,0 days 15:32:38,24.4003,121.9138,23.73,4.0,F,C
2005-05-23,0 days 16:44:30,24.0097,121.6307,8.65,4.09,F,C
2005-05-18,0 days 04:31:04,23.7818,121.4293,20.59,4.22,F,B
2005-05-17,0 days 18:06:33,24.8967,121.957,118.71,5.07,F,C
2005-05-16,0 days 07:23:20,24.0097,122.3145,19.74,4.45,F,C
2005-05-15,0 days 09:17:06,24.5415,122.9397,69.14,4.11,F,D
2005-05-14,0 days 16:39:19,24.045,122.1595,42.01,4.37,F,C
2005-05-14,0 days 05:42:01,24.199,121.7033,50.03,4.06,F,C
2005-05-13,0 days 00:04:20,24.0373,121.6278,8.9,4.61,F,C
2005-05-12,0 days 15:10:58,23.318,121.9725,22.74,4.61,F,D
2005-05-10,0 days 19:27:43,22.9852,121.3958,15.73,4.7,F,B
2005-05-09,0 days 20:04:44,24.0222,121.6337,8.99,4.19,F,C
2005-05-09,0 days 11:15:51,23.7742,122.7162,5.87,4.13,F,C
2005-05-08,0 days 18:54:27,22.8777,121.0828,13.51,4.09,F,B
2005-05-06,0 days 18:35:04,21.2798,122.2462,225.49,4.03,F,D
2005-05-04,0 days 00:40:50,24.0143,121.6043,8.97,4.78,F,C
2005-05-03,0 days 04:32:59,24.0122,121.5842,6.69,4.37,F,C
2005-05-03,0 days 01:57:05,25.211,122.2533,205.28,4.19,F,C
2005-05-02,0 days 19:08:54,24.0233,121.6128,8.79,4.14,F,C
2005-05-02,0 days 10:17:45,24.8542,121.9128,79.32,4.08,F,C
2005-05-01,0 days 21:07:57,24.3787,121.7558,18.51,4.6,F,C
2005-06-27,0 days 12:50:55,21.3242,120.0105,57.59,4.6,F,D
2005-06-25,0 days 19:50:25,23.886,122.529,15.14,4.65,F,D
2005-06-22,0 days 21:31:10,23.7627,122.4277,5.62,4.21,F,D
2005-06-20,0 days 11:00:41,21.4092,120.0487,57.96,4.37,F,D
2005-06-18,0 days 09:31:05,23.9547,121.5332,2.18,5.0,F,B
2005-06-16,0 days 06:27:10,23.959,121.6167,7.75,4.19,F,C
2005-06-15,0 days 20:45:04,24.9085,122.3873,145.0,4.5,F,D
2005-06-15,0 days 20:08:18,24.0343,121.7513,3.79,4.16,F,C
2005-06-15,0 days 02:09:10,21.9857,120.5485,38.52,4.19,F,D
2005-06-14,0 days 11:00:18,24.385,122.0147,20.42,4.14,F,C
2005-06-13,0 days 15:53:00,23.9122,121.625,23.36,4.59,F,C
2005-06-11,0 days 14:48:20,24.059,121.704,6.65,4.52,F,C
2005-06-11,0 days 14:41:52,24.065,121.6893,7.98,4.4,F,C
2005-06-10,0 days 12:06:10,23.9378,121.6055,8.12,4.25,F,C
2005-06-10,0 days 09:44:36,23.9383,121.6027,7.55,4.85,F,C
2005-06-10,0 days 01:32:46,24.0157,121.7542,1.52,5.04,F,C
2005-06-07,0 days 23:23:41,24.3075,122.9183,39.3,4.22,F,D
2005-06-07,0 days 19:48:34,23.978,121.7445,2.59,4.15,F,D
2005-06-07,0 days 16:46:12,23.9885,121.7793,8.94,4.14,F,D
2005-06-07,0 days 16:45:04,23.9933,121.7383,2.09,5.16,F,C
2005-06-06,0 days 17:09:52,24.7508,121.7057,84.06,4.26,F,A
2005-06-05,0 days 14:05:29,22.2355,121.4255,3.4,4.05,F,D
2005-06-05,0 days 01:16:28,23.5797,120.6447,9.06,4.45,F,B
2005-06-05,0 days 00:34:44,23.9472,121.5957,5.65,4.16,F,C
2005-06-04,0 days 06:07:45,23.8462,122.5757,10.11,4.11,F,D
2005-06-01,0 days 16:20:05,24.6367,122.0663,64.78,6.0,F,C
2005-07-29,0 days 06:30:39,23.904,122.6593,14.32,4.74,F,D
2005-07-27,0 days 23:26:34,21.704,121.8655,10.33,4.32,F,D
2005-07-27,0 days 23:26:32,21.4445,121.8783,17.15,4.44,F,D
2005-07-26,0 days 13:37:04,24.164,121.6027,56.65,5.21,F,C
2005-07-22,0 days 17:18:05,24.3057,122.1972,58.25,4.41,F,D
2005-07-22,0 days 11:52:26,23.0995,121.3345,17.91,4.17,F,A
2005-07-20,0 days 13:06:03,24.7507,122.2548,7.6,5.22,F,C
2005-07-20,0 days 10:48:44,22.8375,120.7782,22.49,4.29,F,B
2005-07-19,0 days 09:25:18,24.034,121.6328,9.8,4.28,F,C
2005-07-18,0 days 09:44:07,24.083,121.6663,8.42,4.16,F,C
2005-07-16,0 days 00:00:51,23.2892,122.101,29.28,5.02,F,C
2005-07-13,0 days 22:12:22,21.3552,120.165,63.93,4.12,F,D
2005-07-09,0 days 09:44:17,23.2615,121.5887,37.41,4.35,F,C
2005-07-07,0 days 16:14:44,24.8293,122.0057,76.45,4.29,F,D
2005-07-07,0 days 05:07:24,22.8723,121.086,13.56,4.19,F,B
2005-07-03,0 days 04:33:36,23.1813,121.3737,18.17,4.05,F,C
2005-07-01,0 days 01:43:27,21.3182,119.9932,54.01,4.14,F,D
2005-08-23,0 days 18:59:09,24.8358,122.3027,94.58,4.18,F,D
2005-08-22,0 days 21:15:12,22.4958,120.9675,13.55,4.44,F,C
2005-08-22,0 days 12:59:25,23.967,122.3453,21.85,4.21,F,D
2005-08-22,0 days 00:05:00,24.5372,122.3032,49.02,4.38,F,D
2005-08-10,0 days 04:07:46,24.7568,122.2495,7.36,4.47,F,C
2005-08-07,0 days 18:39:09,24.2593,121.7528,58.69,4.58,F,C
2005-08-06,0 days 02:34:18,24.588,122.0428,67.29,4.17,F,D
2005-09-29,0 days 17:52:57,21.2335,120.2165,62.18,4.2,F,D
2005-09-28,0 days 14:57:50,23.3912,121.5275,21.91,4.13,F,C
2005-09-26,0 days 20:46:28,23.2302,121.3898,21.14,4.13,F,C
2005-09-26,0 days 18:50:20,23.2322,121.401,21.34,5.29,F,C
2005-09-23,0 days 18:45:38,23.0573,121.2857,13.13,4.1,F,B
2005-09-23,0 days 16:49:50,23.0612,121.2835,11.4,5.02,F,B
2005-09-23,0 days 11:22:44,24.8203,122.2455,106.4,4.06,F,D
2005-09-23,0 days 10:59:17,23.0593,121.2915,10.3,4.22,F,B
2005-09-23,0 days 10:34:22,23.0632,121.2898,14.12,4.53,F,B
2005-09-23,0 days 06:23:57,23.0758,121.303,7.68,4.75,F,B
2005-09-22,0 days 17:08:59,24.664,122.4905,97.01,4.21,F,D
2005-09-18,0 days 14:59:39,24.021,122.843,5.9,4.32,F,D
2005-09-18,0 days 14:57:53,23.983,122.9935,14.41,4.61,F,D
2005-09-12,0 days 22:53:21,24.3967,120.9477,6.97,4.38,F,C
2005-09-08,0 days 18:12:03,23.8292,122.492,21.72,4.09,F,C
2005-09-07,0 days 06:41:39,24.4672,121.8142,26.78,4.19,F,C
2005-09-06,0 days 01:16:00,23.9582,122.2835,16.76,6.0,F,C
2005-09-03,0 days 12:52:15,24.8128,121.8888,8.75,4.31,F,C
2005-09-02,0 days 18:25:16,23.9193,122.558,19.62,4.74,F,C
2005-10-28,0 days 02:37:05,21.3525,120.056,44.9,4.03,F,D
2005-10-25,0 days 14:08:47,24.6968,122.8542,118.18,4.9,F,D
2005-10-25,0 days 01:10:18,23.3952,120.195,7.71,4.37,F,A
2005-10-24,0 days 12:57:45,23.3797,120.2168,7.28,4.03,F,C
2005-10-24,0 days 11:16:23,21.7442,119.9892,59.78,4.11,F,D
2005-10-24,0 days 00:15:16,23.9935,122.3443,4.64,4.15,F,D
2005-10-21,0 days 15:03:36,21.3755,119.9775,52.78,4.59,F,D
2005-10-15,0 days 15:51:04,25.0997,123.8075,190.85,7.02,F,D
2005-10-14,0 days 21:12:50,22.859,122.8443,48.17,5.32,F,D
2005-10-13,0 days 23:31:53,21.2667,120.0677,54.67,4.85,F,D
2005-10-13,0 days 01:49:21,24.4528,121.8805,2.59,4.3,F,D
2005-10-12,0 days 22:18:15,21.3575,119.9835,47.8,4.67,F,D
2005-10-12,0 days 17:15:29,21.3988,120.051,54.84,4.24,F,D
